PING 10.0.0.3 (10.0.0.3) 56(84) bytes of data.
64 bytes from 10.0.0.3: icmp_seq=305 ttl=64 time=0.127 ms
64 bytes from 10.0.0.3: icmp_seq=306 ttl=64 time=0.131 ms
64 bytes from 10.0.0.3: icmp_seq=307 ttl=64 time=0.132 ms
64 bytes from 10.0.0.3: icmp_seq=308 ttl=64 time=0.145 ms
64 bytes from 10.0.0.3: icmp_seq=309 ttl=64 time=1.68 ms
64 bytes from 10.0.0.3: icmp_seq=310 ttl=64 time=0.156 ms
64 bytes from 10.0.0.3: icmp_seq=311 ttl=64 time=0.235 ms
64 bytes from 10.0.0.3: icmp_seq=312 ttl=64 time=0.744 ms
64 bytes from 10.0.0.3: icmp_seq=313 ttl=64 time=0.161 ms
64 bytes from 10.0.0.3: icmp_seq=314 ttl=64 time=0.164 ms
64 bytes from 10.0.0.3: icmp_seq=315 ttl=64 time=0.312 ms
64 bytes from 10.0.0.3: icmp_seq=316 ttl=64 time=0.130 ms
64 bytes from 10.0.0.3: icmp_seq=317 ttl=64 time=0.176 ms
64 bytes from 10.0.0.3: icmp_seq=318 ttl=64 time=0.171 ms
64 bytes from 10.0.0.3: icmp_seq=319 ttl=64 time=2.41 ms
64 bytes from 10.0.0.3: icmp_seq=320 ttl=64 time=0.167 ms
64 bytes from 10.0.0.3: icmp_seq=321 ttl=64 time=0.140 ms
64 bytes from 10.0.0.3: icmp_seq=322 ttl=64 time=0.158 ms
64 bytes from 10.0.0.3: icmp_seq=323 ttl=64 time=0.167 ms
64 bytes from 10.0.0.3: icmp_seq=324 ttl=64 time=0.572 ms
64 bytes from 10.0.0.3: icmp_seq=325 ttl=64 time=0.129 ms
64 bytes from 10.0.0.3: icmp_seq=326 ttl=64 time=0.151 ms
64 bytes from 10.0.0.3: icmp_seq=327 ttl=64 time=0.640 ms
64 bytes from 10.0.0.3: icmp_seq=328 ttl=64 time=0.143 ms
64 bytes from 10.0.0.3: icmp_seq=329 ttl=64 time=0.135 ms
64 bytes from 10.0.0.3: icmp_seq=330 ttl=64 time=0.131 ms
64 bytes from 10.0.0.3: icmp_seq=331 ttl=64 time=0.158 ms
64 bytes from 10.0.0.3: icmp_seq=332 ttl=64 time=0.121 ms
64 bytes from 10.0.0.3: icmp_seq=333 ttl=64 time=0.141 ms
64 bytes from 10.0.0.3: icmp_seq=334 ttl=64 time=0.128 ms
64 bytes from 10.0.0.3: icmp_seq=335 ttl=64 time=0.129 ms
64 bytes from 10.0.0.3: icmp_seq=336 ttl=64 time=0.192 ms
64 bytes from 10.0.0.3: icmp_seq=337 ttl=64 time=0.248 ms
64 bytes from 10.0.0.3: icmp_seq=338 ttl=64 time=0.129 ms
64 bytes from 10.0.0.3: icmp_seq=339 ttl=64 time=1.45 ms
64 bytes from 10.0.0.3: icmp_seq=340 ttl=64 time=0.146 ms
64 bytes from 10.0.0.3: icmp_seq=341 ttl=64 time=0.128 ms
64 bytes from 10.0.0.3: icmp_seq=342 ttl=64 time=0.190 ms
64 bytes from 10.0.0.3: icmp_seq=343 ttl=64 time=0.291 ms
64 bytes from 10.0.0.3: icmp_seq=344 ttl=64 time=0.146 ms
64 bytes from 10.0.0.3: icmp_seq=345 ttl=64 time=0.149 ms
64 bytes from 10.0.0.3: icmp_seq=346 ttl=64 time=0.136 ms
64 bytes from 10.0.0.3: icmp_seq=347 ttl=64 time=0.177 ms
64 bytes from 10.0.0.3: icmp_seq=348 ttl=64 time=0.285 ms
64 bytes from 10.0.0.3: icmp_seq=349 ttl=64 time=0.236 ms
64 bytes from 10.0.0.3: icmp_seq=350 ttl=64 time=0.137 ms
64 bytes from 10.0.0.3: icmp_seq=351 ttl=64 time=0.137 ms
64 bytes from 10.0.0.3: icmp_seq=352 ttl=64 time=0.146 ms
64 bytes from 10.0.0.3: icmp_seq=353 ttl=64 time=0.128 ms
64 bytes from 10.0.0.3: icmp_seq=354 ttl=64 time=0.146 ms
