PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=629 ttl=64 time=0.412 ms
64 bytes from 10.0.0.2: icmp_seq=630 ttl=64 time=0.390 ms
64 bytes from 10.0.0.2: icmp_seq=631 ttl=64 time=0.361 ms
64 bytes from 10.0.0.2: icmp_seq=632 ttl=64 time=0.350 ms
64 bytes from 10.0.0.2: icmp_seq=633 ttl=64 time=0.428 ms
64 bytes from 10.0.0.2: icmp_seq=634 ttl=64 time=1.45 ms
64 bytes from 10.0.0.2: icmp_seq=635 ttl=64 time=0.350 ms
64 bytes from 10.0.0.2: icmp_seq=636 ttl=64 time=0.342 ms
64 bytes from 10.0.0.2: icmp_seq=637 ttl=64 time=0.355 ms
64 bytes from 10.0.0.2: icmp_seq=638 ttl=64 time=0.476 ms
64 bytes from 10.0.0.2: icmp_seq=639 ttl=64 time=0.340 ms
64 bytes from 10.0.0.2: icmp_seq=640 ttl=64 time=1.31 ms
64 bytes from 10.0.0.2: icmp_seq=641 ttl=64 time=0.439 ms
64 bytes from 10.0.0.2: icmp_seq=642 ttl=64 time=0.480 ms
64 bytes from 10.0.0.2: icmp_seq=643 ttl=64 time=0.360 ms
64 bytes from 10.0.0.2: icmp_seq=644 ttl=64 time=0.426 ms
64 bytes from 10.0.0.2: icmp_seq=645 ttl=64 time=0.296 ms
64 bytes from 10.0.0.2: icmp_seq=646 ttl=64 time=1.25 ms
64 bytes from 10.0.0.2: icmp_seq=647 ttl=64 time=0.353 ms
64 bytes from 10.0.0.2: icmp_seq=648 ttl=64 time=0.373 ms
64 bytes from 10.0.0.2: icmp_seq=649 ttl=64 time=0.606 ms
64 bytes from 10.0.0.2: icmp_seq=650 ttl=64 time=0.351 ms
64 bytes from 10.0.0.2: icmp_seq=651 ttl=64 time=0.429 ms
64 bytes from 10.0.0.2: icmp_seq=652 ttl=64 time=0.326 ms
64 bytes from 10.0.0.2: icmp_seq=653 ttl=64 time=0.360 ms
64 bytes from 10.0.0.2: icmp_seq=654 ttl=64 time=0.422 ms
64 bytes from 10.0.0.2: icmp_seq=655 ttl=64 time=0.240 ms
64 bytes from 10.0.0.2: icmp_seq=656 ttl=64 time=0.350 ms
64 bytes from 10.0.0.2: icmp_seq=657 ttl=64 time=0.349 ms
64 bytes from 10.0.0.2: icmp_seq=658 ttl=64 time=0.796 ms
64 bytes from 10.0.0.2: icmp_seq=659 ttl=64 time=0.373 ms
64 bytes from 10.0.0.2: icmp_seq=660 ttl=64 time=0.386 ms
64 bytes from 10.0.0.2: icmp_seq=661 ttl=64 time=0.374 ms
64 bytes from 10.0.0.2: icmp_seq=662 ttl=64 time=0.384 ms
64 bytes from 10.0.0.2: icmp_seq=663 ttl=64 time=0.364 ms
64 bytes from 10.0.0.2: icmp_seq=664 ttl=64 time=0.488 ms
64 bytes from 10.0.0.2: icmp_seq=665 ttl=64 time=0.375 ms
64 bytes from 10.0.0.2: icmp_seq=666 ttl=64 time=0.381 ms
64 bytes from 10.0.0.2: icmp_seq=667 ttl=64 time=0.347 ms
64 bytes from 10.0.0.2: icmp_seq=668 ttl=64 time=0.372 ms
64 bytes from 10.0.0.2: icmp_seq=669 ttl=64 time=1.99 ms
64 bytes from 10.0.0.2: icmp_seq=670 ttl=64 time=0.382 ms
64 bytes from 10.0.0.2: icmp_seq=671 ttl=64 time=0.430 ms
64 bytes from 10.0.0.2: icmp_seq=672 ttl=64 time=0.341 ms
64 bytes from 10.0.0.2: icmp_seq=673 ttl=64 time=0.458 ms
64 bytes from 10.0.0.2: icmp_seq=674 ttl=64 time=0.412 ms
64 bytes from 10.0.0.2: icmp_seq=675 ttl=64 time=0.357 ms
