PING 10.0.0.3 (10.0.0.3) 56(84) bytes of data.
64 bytes from 10.0.0.3: icmp_seq=352 ttl=64 time=0.142 ms
64 bytes from 10.0.0.3: icmp_seq=353 ttl=64 time=0.232 ms
64 bytes from 10.0.0.3: icmp_seq=354 ttl=64 time=0.361 ms
64 bytes from 10.0.0.3: icmp_seq=355 ttl=64 time=0.297 ms
64 bytes from 10.0.0.3: icmp_seq=356 ttl=64 time=0.177 ms
64 bytes from 10.0.0.3: icmp_seq=357 ttl=64 time=0.179 ms
64 bytes from 10.0.0.3: icmp_seq=358 ttl=64 time=0.232 ms
64 bytes from 10.0.0.3: icmp_seq=359 ttl=64 time=0.428 ms
64 bytes from 10.0.0.3: icmp_seq=360 ttl=64 time=0.266 ms
64 bytes from 10.0.0.3: icmp_seq=361 ttl=64 time=0.444 ms
64 bytes from 10.0.0.3: icmp_seq=362 ttl=64 time=0.225 ms
64 bytes from 10.0.0.3: icmp_seq=363 ttl=64 time=0.239 ms
64 bytes from 10.0.0.3: icmp_seq=364 ttl=64 time=0.224 ms
64 bytes from 10.0.0.3: icmp_seq=365 ttl=64 time=0.144 ms
64 bytes from 10.0.0.3: icmp_seq=366 ttl=64 time=0.275 ms
64 bytes from 10.0.0.3: icmp_seq=367 ttl=64 time=2.55 ms
64 bytes from 10.0.0.3: icmp_seq=368 ttl=64 time=0.173 ms
64 bytes from 10.0.0.3: icmp_seq=369 ttl=64 time=0.227 ms
64 bytes from 10.0.0.3: icmp_seq=370 ttl=64 time=0.195 ms
64 bytes from 10.0.0.3: icmp_seq=371 ttl=64 time=0.277 ms
64 bytes from 10.0.0.3: icmp_seq=372 ttl=64 time=0.252 ms
64 bytes from 10.0.0.3: icmp_seq=373 ttl=64 time=0.313 ms
64 bytes from 10.0.0.3: icmp_seq=374 ttl=64 time=0.282 ms
64 bytes from 10.0.0.3: icmp_seq=375 ttl=64 time=0.265 ms
64 bytes from 10.0.0.3: icmp_seq=376 ttl=64 time=0.266 ms
64 bytes from 10.0.0.3: icmp_seq=377 ttl=64 time=0.206 ms
64 bytes from 10.0.0.3: icmp_seq=378 ttl=64 time=0.189 ms
