1614065165.929123,0
1614065166.032972,19
1614065166.136683,20
1614065166.239825,19
1614065166.343054,18
1614065166.445804,20
1614065166.552973,19
1614065166.660923,20
1614065166.767734,20
1614065166.875120,20
1614065166.987966,20
1614065167.095674,19
1614065167.203551,19
1614065167.311316,20
1614065167.418309,20
1614065167.525846,18
1614065167.633980,20
1614065167.741048,8
1614065167.848888,9
1614065167.955184,11
1614065168.062928,13
1614065168.171353,15
1614065168.279062,17
1614065168.387839,17
1614065168.496221,19
1614065168.603358,18
1614065168.706945,5
1614065168.810500,9
1614065168.918924,11
1614065169.024093,12
1614065169.133482,15
1614065169.242389,16
1614065169.347854,18
1614065169.458003,19
1614065169.564186,19
1614065169.669379,20
1614065169.774694,12
1614065169.879937,14
1614065169.986158,15
1614065170.091661,15
1614065170.197534,18
1614065170.306474,18
1614065170.416882,18
1614065170.523640,10
1614065170.630273,12
1614065170.735912,15
1614065170.841149,15
1614065170.946182,16
1614065171.052500,18
1614065171.157987,20
1614065171.263626,18
1614065171.368764,13
1614065171.474104,14
1614065171.579453,16
1614065171.688595,18
1614065171.799520,18
1614065171.908495,20
1614065172.015272,12
1614065172.118665,11
1614065172.221521,13
1614065172.329518,15
1614065172.433424,16
1614065172.537494,17
1614065172.640698,18
1614065172.744483,18
1614065172.847506,11
1614065172.953345,13
1614065173.058130,14
1614065173.167504,16
1614065173.278651,19
1614065173.385787,20
1614065173.495015,20
1614065173.600390,12
1614065173.705851,13
1614065173.809316,14
1614065173.912606,15
1614065174.021480,17
1614065174.130598,18
1614065174.239715,18
1614065174.347326,9
1614065174.455000,11
1614065174.563698,14
1614065174.672147,15
1614065174.781252,18
1614065174.889165,19
1614065174.994533,20
1614065175.104235,13
1614065175.214194,12
1614065175.320450,14
1614065175.432954,15
1614065175.541858,16
1614065175.651021,18
1614065175.761381,19
1614065175.866893,9
1614065175.972194,12
1614065176.081928,14
1614065176.191650,15
1614065176.301512,18
1614065176.410551,19
1614065176.515912,19
1614065176.621524,20
1614065176.727933,10
1614065176.833561,11
1614065176.939101,14
1614065177.044346,15
1614065177.153953,17
1614065177.259876,18
1614065177.365461,18
1614065177.471569,9
1614065177.581552,12
1614065177.691178,14
1614065177.801123,16
1614065177.906923,17
1614065178.012580,19
1614065178.118600,19
1614065178.224009,19
1614065178.329260,10
1614065178.434762,13
1614065178.540491,15
1614065178.645727,16
1614065178.751161,17
1614065178.854530,18
1614065178.957731,19
1614065179.066488,11
1614065179.177563,12
1614065179.280604,13
1614065179.390188,16
1614065179.499719,17
1614065179.609243,17
1614065179.712966,18
1614065179.821947,19
1614065179.932171,13
1614065180.041901,11
1614065180.152341,14
1614065180.263258,15
